,DATE,STEP,NPD_WELL_BORE_NAME,BTHP,BTHT,DP,CS,WHP,WHT,OIL,GAS,WATER
825,2011-11-21,1378,15/9-F-14,241.978645625,102.94285208333334,202.74692916666666,74.267216875,39.23171645833333,87.01296145833334,1792.95,277465.68,3900.77
826,2011-11-22,1379,15/9-F-14,242.25635104166668,102.93273166666667,203.11224541666667,74.23822645833333,39.144105625,86.975505,1774.76,275091.68,3916.08
827,2011-11-23,1380,15/9-F-14,242.33695354166667,102.81861770833333,203.29566145833334,74.18595,39.04129208333333,86.63330625,1754.19,272090.19,3926.09
828,2011-11-24,1381,15/9-F-14,242.95687582389778,102.91749766969116,203.85378978287113,75.18279916666667,39.10308604102662,87.43798633562939,1690.63,262323.68,3868.31
829,2011-11-28,1385,15/9-F-14,249.64379698043354,102.74010498542518,205.46212836203478,59.95091083333333,44.18166861839876,79.01528973778277,1350.88,209045.16,3548.3
830,2011-12-02,1389,15/9-F-14,245.09984341422168,102.72731822993423,203.22114739612667,60.469380625,41.878696018095006,81.74179581756881,1348.69,208439.77,3221.06
831,2011-12-05,1392,15/9-F-14,247.31331104731015,102.71909745999355,203.16243753279204,50.11050791666667,44.15087351451811,82.62373819401176,1358.54,207924.18,3187.57
832,2011-12-07,1394,15/9-F-14,244.09173394736843,102.715985,203.28445736842104,57.37729208333333,40.807276578947366,83.6440947368421,1374.58,213538.76,3120.71
833,2011-12-08,1395,15/9-F-14,242.32688703645826,102.81741889506456,202.613653867776,46.77321375,39.71323316868226,86.76629786398682,1270.0,183147.17,2587.9
834,2011-12-11,1398,15/9-F-14,240.888211875,102.77950958333334,201.511095625,77.85393166666667,39.37711625,86.46756729166667,1859.52,278392.77,3944.16
835,2011-12-12,1399,15/9-F-14,240.58480916666667,102.8007,201.442473125,79.78843729166667,39.14233604166667,86.83054645833333,1939.64,294987.94,4059.46
836,2011-12-15,1402,15/9-F-14,241.04683166666666,102.77038083333333,201.23883604166667,75.08592645833333,39.807995625,86.30239875,1814.39,276549.74,3862.12
837,2011-12-16,1403,15/9-F-14,240.51493958333333,102.79154270833334,200.94280041666667,76.52019729166666,39.572139166666666,88.14705979166666,1944.21,295511.87,3982.97
838,2011-12-17,1404,15/9-F-14,241.07598906126148,102.82388926142069,201.35226348389696,67.40822854166667,39.72372557736451,87.59756769391916,1826.72,262323.11,3468.38
839,2011-12-18,1405,15/9-F-14,244.16187028531425,102.73220017872953,202.60334582292796,45.048469375,41.558524462386295,84.06334660733152,1157.44,180738.37,2662.65
840,2011-12-19,1406,15/9-F-14,240.83000479166665,102.80833791666667,201.56005708333333,77.38827458333333,39.26994770833333,87.92808833333333,1904.27,290172.4,3998.82
841,2011-12-20,1407,15/9-F-14,241.01926104166665,102.81802354166666,201.820536875,77.23952791666666,39.198724166666665,87.57172145833333,1898.2,290035.84,4017.8
842,2011-12-21,1408,15/9-F-14,241.23604893617022,102.82611170212766,202.14494063829787,77.37704854166667,39.09110829787234,87.72408,1893.13,289912.23,4072.33
